GlobalId,Type,Name,PredefinedType
1wBBaWkZr7TAnfZiPZvF__,IfcDuctSegment,Round Duct:Default:1947998,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF_8,IfcDuctSegment,Round Duct:Default:1948008,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF_B,IfcDuctSegment,Round Duct:Default:1948011,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF_E,IfcDuctSegment,Round Duct:Default:1948014,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF_G,IfcDuctSegment,Round Duct:Default:1948016,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF_K,IfcDuctSegment,Round Duct:Default:1948020,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF_O,IfcDuctSegment,Round Duct:Default:1948024,NOTDEFINED
1wBBaWkZr7TAnfZiPZvF_U,IfcDuctSegment,Round Duct:Default:1948030,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFzX,IfcDuctSegment,Round Duct:Default:1948033,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFzc,IfcDuctSegment,Round Duct:Default:1948038,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFzh,IfcDuctSegment,Round Duct:Default:1948043,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFzl,IfcDuctSegment,Round Duct:Default:1948047,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFzs,IfcDuctSegment,Round Duct:Default:1948054,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFzu,IfcDuctSegment,Round Duct:Default:1948056,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFz0,IfcDuctSegment,Round Duct:Default:1948064,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFz2,IfcDuctSegment,Round Duct:Default:1948066,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFz4,IfcDuctSegment,Round Duct:Default:1948068,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFz8,IfcDuctSegment,Round Duct:Default:1948072,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFzG,IfcDuctSegment,Round Duct:Default:1948080,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFzJ,IfcDuctSegment,Round Duct:Default:1948083,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFzM,IfcDuctSegment,Round Duct:Default:1948086,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFzP,IfcDuctSegment,Round Duct:Default:1948089,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFzS,IfcDuctSegment,Round Duct:Default:1948092,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFzV,IfcDuctSegment,Round Duct:Default:1948095,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFyY,IfcDuctSegment,Round Duct:Default:1948098,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFyb,IfcDuctSegment,Round Duct:Default:1948101,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFye,IfcDuctSegment,Round Duct:Default:1948104,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFyh,IfcDuctSegment,Round Duct:Default:1948107,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFyk,IfcDuctSegment,Round Duct:Default:1948110,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFyn,IfcDuctSegment,Round Duct:Default:1948113,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFyt,IfcDuctSegment,Round Duct:Default:1948119,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFyv,IfcDuctSegment,Round Duct:Default:1948121,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFyz,IfcDuctSegment,Round Duct:Default:1948125,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFy1,IfcDuctSegment,Round Duct:Default:1948129,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFy5,IfcDuctSegment,Round Duct:Default:1948133,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFy8,IfcDuctSegment,Round Duct:Default:1948136,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFyB,IfcDuctSegment,Round Duct:Default:1948139,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFyE,IfcDuctSegment,Round Duct:Default:1948142,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFyM,IfcDuctSegment,Round Duct:Default:1948150,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFyS,IfcDuctSegment,Round Duct:Default:1948156,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFyV,IfcDuctSegment,Round Duct:Default:1948159,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFpW,IfcDuctSegment,Round Duct:Default:1948160,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFpe,IfcDuctSegment,Round Duct:Default:1948168,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFph,IfcDuctSegment,Round Duct:Default:1948171,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFpi,IfcDuctSegment,Round Duct:Default:1948172,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFpq,IfcDuctSegment,Round Duct:Default:1948180,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFpt,IfcDuctSegment,Round Duct:Default:1948183,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFpu,IfcDuctSegment,Round Duct:Default:1948184,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFp0,IfcDuctSegment,Round Duct:Default:1948192,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFp3,IfcDuctSegment,Round Duct:Default:1948195,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFp4,IfcDuctSegment,Round Duct:Default:1948196,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFpC,IfcDuctSegment,Round Duct:Default:1948204,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFpF,IfcDuctSegment,Round Duct:Default:1948207,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFpG,IfcDuctSegment,Round Duct:Default:1948208,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFpO,IfcDuctSegment,Round Duct:Default:1948216,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFpR,IfcDuctSegment,Round Duct:Default:1948219,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFpS,IfcDuctSegment,Round Duct:Default:1948220,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFoZ,IfcDuctSegment,Round Duct:Default:1948227,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFoc,IfcDuctSegment,Round Duct:Default:1948230,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFof,IfcDuctSegment,Round Duct:Default:1948233,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFog,IfcDuctSegment,Round Duct:Default:1948234,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFoo,IfcDuctSegment,Round Duct:Default:1948242,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFor,IfcDuctSegment,Round Duct:Default:1948245,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFos,IfcDuctSegment,Round Duct:Default:1948246,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFoz,IfcDuctSegment,Round Duct:Default:1948253,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFo_,IfcDuctSegment,Round Duct:Default:1948254,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFo9,IfcDuctSegment,Round Duct:Default:1948265,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFoB,IfcDuctSegment,Round Duct:Default:1948267,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFoJ,IfcDuctSegment,Round Duct:Default:1948275,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFoQ,IfcDuctSegment,Round Duct:Default:1948282,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFoS,IfcDuctSegment,Round Duct:Default:1948284,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFnW,IfcDuctSegment,Round Duct:Default:1948288,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFnZ,IfcDuctSegment,Round Duct:Default:1948291,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFnf,IfcDuctSegment,Round Duct:Default:1948297,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFni,IfcDuctSegment,Round Duct:Default:1948300,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFnl,IfcDuctSegment,Round Duct:Default:1948303,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFnp,IfcDuctSegment,Round Duct:Default:1948307,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFns,IfcDuctSegment,Round Duct:Default:1948310,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFnw,IfcDuctSegment,Round Duct:Default:1948314,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFny,IfcDuctSegment,Round Duct:Default:1948316,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFn_,IfcDuctSegment,Round Duct:Default:1948318,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFn0,IfcDuctSegment,Round Duct:Default:1948320,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFn6,IfcDuctSegment,Round Duct:Default:1948326,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFn8,IfcDuctSegment,Round Duct:Default:1948328,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFnC,IfcDuctSegment,Round Duct:Default:1948332,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFnE,IfcDuctSegment,Round Duct:Default:1948334,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFnJ,IfcDuctSegment,Round Duct:Default:1948339,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFnN,IfcDuctSegment,Round Duct:Default:1948343,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFnS,IfcDuctSegment,Round Duct:Default:1948348,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFnU,IfcDuctSegment,Round Duct:Default:1948350,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFmY,IfcDuctSegment,Round Duct:Default:1948354,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFmd,IfcDuctSegment,Round Duct:Default:1948359,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFml,IfcDuctSegment,Round Duct:Default:1948367,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFmo,IfcDuctSegment,Round Duct:Default:1948370,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFms,IfcDuctSegment,Round Duct:Default:1948374,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFmw,IfcDuctSegment,Round Duct:Default:1948378,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFm4,IfcDuctSegment,Round Duct:Default:1948388,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFm7,IfcDuctSegment,Round Duct:Default:1948391,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFmE,IfcDuctSegment,Round Duct:Default:1948398,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFmH,IfcDuctSegment,Round Duct:Default:1948401,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFmK,IfcDuctSegment,Round Duct:Default:1948404,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFmM,IfcDuctSegment,Round Duct:Default:1948406,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFmQ,IfcDuctSegment,Round Duct:Default:1948410,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFmV,IfcDuctSegment,Round Duct:Default:1948415,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFta,IfcDuctSegment,Round Duct:Default:1948420,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFtd,IfcDuctSegment,Round Duct:Default:1948423,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFth,IfcDuctSegment,Round Duct:Default:1948427,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFtn,IfcDuctSegment,Round Duct:Default:1948433,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFtp,IfcDuctSegment,Round Duct:Default:1948435,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFts,IfcDuctSegment,Round Duct:Default:1948438,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFtw,IfcDuctSegment,Round Duct:Default:1948442,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFt0,IfcDuctSegment,Round Duct:Default:1948448,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFt3,IfcDuctSegment,Round Duct:Default:1948451,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFtB,IfcDuctSegment,Round Duct:Default:1948459,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFtD,IfcDuctSegment,Round Duct:Default:1948461,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFtI,IfcDuctSegment,Round Duct:Default:1948466,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFtK,IfcDuctSegment,Round Duct:Default:1948468,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFtS,IfcDuctSegment,Round Duct:Default:1948476,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFtU,IfcDuctSegment,Round Duct:Default:1948478,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFsd,IfcDuctSegment,Round Duct:Default:1948487,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFsf,IfcDuctSegment,Round Duct:Default:1948489,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFsp,IfcDuctSegment,Round Duct:Default:1948499,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFsu,IfcDuctSegment,Round Duct:Default:1948504,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFsx,IfcDuctSegment,Round Duct:Default:1948507,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFs_,IfcDuctSegment,Round Duct:Default:1948510,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFs2,IfcDuctSegment,Round Duct:Default:1948514,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFs7,IfcDuctSegment,Round Duct:Default:1948519,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFs9,IfcDuctSegment,Round Duct:Default:1948521,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFsD,IfcDuctSegment,Round Duct:Default:1948525,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFsH,IfcDuctSegment,Round Duct:Default:1948529,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFsO,IfcDuctSegment,Round Duct:Default:1948536,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFsQ,IfcDuctSegment,Round Duct:Default:1948538,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFsS,IfcDuctSegment,Round Duct:Default:1948540,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFrY,IfcDuctSegment,Round Duct:Default:1948546,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFra,IfcDuctSegment,Round Duct:Default:1948548,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFre,IfcDuctSegment,Round Duct:Default:1948552,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFrh,IfcDuctSegment,Round Duct:Default:1948555,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFrm,IfcDuctSegment,Round Duct:Default:1948560,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFro,IfcDuctSegment,Round Duct:Default:1948562,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFrq,IfcDuctSegment,Round Duct:Default:1948564,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFrw,IfcDuctSegment,Round Duct:Default:1948570,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFry,IfcDuctSegment,Round Duct:Default:1948572,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFr_,IfcDuctSegment,Round Duct:Default:1948574,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFr1,IfcDuctSegment,Round Duct:Default:1948577,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFr4,IfcDuctSegment,Round Duct:Default:1948580,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFr8,IfcDuctSegment,Round Duct:Default:1948584,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFrB,IfcDuctSegment,Round Duct:Default:1948587,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFrE,IfcDuctSegment,Round Duct:Default:1948590,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFrI,IfcDuctSegment,Round Duct:Default:1948594,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFrN,IfcDuctSegment,Round Duct:Default:1948599,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFrU,IfcDuctSegment,Round Duct:Default:1948606,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFqX,IfcDuctSegment,Round Duct:Default:1948609,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFqa,IfcDuctSegment,Round Duct:Default:1948612,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFqk,IfcDuctSegment,Round Duct:Default:1948622,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFqn,IfcDuctSegment,Round Duct:Default:1948625,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFqt,IfcDuctSegment,Round Duct:Default:1948631,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFq$,IfcDuctSegment,Round Duct:Default:1948639,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFq2,IfcDuctSegment,Round Duct:Default:1948642,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFq5,IfcDuctSegment,Round Duct:Default:1948645,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFqD,IfcDuctSegment,Round Duct:Default:1948653,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFqI,IfcDuctSegment,Round Duct:Default:1948658,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFqL,IfcDuctSegment,Round Duct:Default:1948661,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFqQ,IfcDuctSegment,Round Duct:Default:1948666,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFqS,IfcDuctSegment,Round Duct:Default:1948668,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFN2,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-315:1946402,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFN3,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-315:1946403,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFN4,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-315:1946404,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFN5,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-250:1946405,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFN6,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946406,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFN7,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946407,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFN8,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946408,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFN9,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946409,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFNA,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946410,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFNB,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946411,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFNC,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-160:1946412,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFND,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-160:1946413,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFNE,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-160:1946414,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFNF,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-160:1946415,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFNG,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946416,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFNH,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946417,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFNI,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946418,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFNJ,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946419,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFNK,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-200:1946420,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFNL,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-200:1946421,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFNM,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-200:1946422,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFNN,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-200:1946423,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFNO,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-200:1946424,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFNP,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-200:1946425,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFNQ,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-200:1946426,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFNR,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-200:1946427,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFNS,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-200:1946428,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFNT,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-200:1946429,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFNU,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-200:1946430,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFNV,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-160:1946431,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMW,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-160:1946432,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMX,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-160:1946433,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMY,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-160:1946434,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMZ,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-160:1946435,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMa,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-160:1946436,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMb,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-160:1946437,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMc,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-315:1946438,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMd,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-315:1946439,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMe,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-315:1946440,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMf,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-160:1946441,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMg,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946442,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMh,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946443,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMi,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946444,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMj,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946445,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMk,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946446,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMl,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946447,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMm,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946448,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMn,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946449,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMo,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946450,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMp,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946451,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMq,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946452,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMr,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946453,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMs,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946454,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMt,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946455,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMu,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946456,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMv,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946457,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMw,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946458,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMx,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946459,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMy,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-125:1946460,NOTDEFINED
1wBBaWkZr7TAnfZiPZvFMz,IfcAirTerminal,Lindab_RS14_H_RFA_2025_LevelBased:RS14-H-E-2-315:1946461,NOTDEFINED
